%time,field
1697994384993899840,1555
1697994385054405216,1555
1697994385104108224,1555
1697994385153551392,1556
1697994385203961152,1554
1697994385253332096,1554
1697994385313275648,1555
1697994385363294208,1556
1697994385413548288,1553
1697994385464094880,1556
1697994385513522656,1555
1697994385573788736,1554
1697994385624481920,1556
1697994385675759488,1554
1697994385723542048,1553
1697994385773193664,1550
1697994385834245952,1552
1697994385883123488,1551
1697994385933431872,1553
1697994385983108736,1553
1697994386034204032,1554
1697994386083701440,1553
1697994386143214464,1353
1697994386194230368,1553
1697994386243223936,1552
1697994386303689120,1552
1697994386358543200,1554
1697994386403677120,1552
1697994386457296224,1552
1697994386503478976,1552
1697994386564052416,1550
1697994386615517952,1553
1697994386663972672,1552
1697994386713753600,1551
1697994386763245856,1551
1697994386823407680,1551
1697994386873757888,1551
1697994386923370848,1056
1697994386973203904,1553
1697994387025538784,1418
1697994387084922784,1551
1697994387133868576,1551
1697994387183590816,1547
1697994387234175744,1552
1697994387286725888,1553
1697994387343696576,1552
1697994387393746240,1551
1697994387443248992,1551
1697994387493753344,1551
1697994387553447744,1551
1697994387603655424,1551
1697994387653613344,1552
1697994387710010368,1552
1697994387753209984,1551
1697994387813364320,1552
1697994387863419296,1552
1697994387914360512,1553
1697994387967042784,1554
1697994388013411040,1554
1697994388074125088,1554
1697994388124573792,1550
1697994388173289408,1554
1697994388223587968,1554
1697994388274009088,1555
1697994388333292224,1555
1697994388383573312,1553
1697994388433457984,1554
1697994388484068832,1554
1697994388533226304,1554
1697994388594108864,1554
1697994388643253088,1554
1697994388695994400,1554
1697994388744100800,1554
1697994388807384960,1556
1697994388853232768,1554
1697994388903775648,1555
1697994388953332896,1554
1697994389003453568,1430
1697994389063212704,1555
1697994389113259200,1554
1697994389165964512,1554
1697994389213730112,1554
1697994389263552224,1555
1697994389329788480,1552
1697994389373291776,1554
1697994389423184640,1553
1697994389476125184,1552
1697994389523338144,1551
1697994389584267104,1550
1697994389633677408,1553
1697994389683119904,1550
1697994389734023712,1552
1697994389783430368,1107
1697994389843251872,1553
1697994389893797920,1553
1697994389947297248,1552
1697994389993847808,1554
1697994390053363008,1553
1697994390103639552,1551
1697994390153988032,1552
1697994390204245344,1552
1697994390255372544,1552
1697994390313930080,1552
1697994390363163552,1552
1697994390413670048,1552
1697994390463217920,1554
1697994390513642560,1552
1697994390573452960,1553
1697994390623251392,1552
1697994390673301824,1554
1697994390723216832,1552
1697994390773414720,1553
1697994390833731264,1553
1697994390883292640,1553
1697994390934292576,1553
1697994390984003680,1438
1697994391034012096,1552
1697994391093936416,1553
1697994391143525920,1553
1697994391194277024,1552
1697994391245929280,1554
1697994391304173344,1553
1697994391353172544,1552
1697994391403219776,1553
1697994391454422240,1555
1697994391504577216,1553
1697994391563415200,1551
1697994391614138368,1548
1697994391663177952,1550
1697994391713742976,1551
1697994391763658880,1034
1697994391832521696,1551
1697994391873496992,1550
1697994391923637792,1550
1697994391973212320,1550
1697994392023242144,1550
1697994392083611520,1551
1697994392133542944,1551
1697994392183299264,1551
1697994392233208032,1552
1697994392283932736,1554
1697994392343362432,1554
1697994392395899200,1554
1697994392443836928,1553
1697994392502479008,1554
1697994392553581312,1554
1697994392604035456,1554
1697994392654383840,1553
1697994392703186176,1552
1697994392753460576,1551
1697994392813730752,1551
1697994392864929152,1551
1697994392913349920,1552
1697994392964096128,1414
1697994393014021856,1552
1697994393074351552,1552
1697994393123283744,1551
1697994393173465312,1555
1697994393223209152,1551
1697994393273245856,1551
1697994393336018816,1551
1697994393383185248,1551
1697994393433346976,1552
1697994393483269440,1552
1697994393533622016,1551
1697994393593266048,1551
1697994393643218272,1552
1697994393694185376,1551
1697994393743794048,1088
1697994393803236352,1552
1697994393853303424,1553
1697994393906088576,1016
1697994393953508096,1552
1697994394004252448,1554
1697994394063366336,1552
1697994394113411456,1552
1697994394163238528,1552
1697994394213593056,1551
1697994394263743424,1552
1697994394324674432,1552
1697994394373798496,1550
1697994394423714240,1554
1697994394477454752,1551
1697994394523352480,1551
1697994394583354880,1553
1697994394635497248,1552
1697994394683331936,1552
1697994394733152384,1552
1697994394783438944,1552
1697994394843814976,1553
1697994394893292704,1552
1697994394943271776,1454
1697994394993222432,1551
1697994395053364384,1552
1697994395103206912,1550
1697994395153274304,1551
1697994395203565664,1551
1697994395254989408,1551
1697994395314105632,1551
1697994395363710560,1550
1697994395413322592,1551
1697994395463615616,1551
1697994395517048640,1551
1697994395574778624,1551
1697994395623827040,1550
1697994395673258368,1551
1697994395723747008,1015
1697994395773741952,1547
1697994395833397536,1550
1697994395883645056,1551
1697994395934206624,1552
1697994395983136896,1550
1697994396033374048,1552
1697994396093523744,1550
1697994396143304480,1551
1697994396194236384,1550
1697994396243727616,1550
1697994396304073120,1551
1697994396358452928,1552
1697994396403201664,1551
1697994396453729184,1552
1697994396503127424,1550
1697994396563805120,1550
1697994396613978176,1550
1697994396663468448,1551
1697994396713698688,1554
1697994396763212096,1555
1697994396823169856,1550
1697994396873243136,1550
1697994396923322400,1430
1697994396973279488,1550
1697994397023769632,1551
1697994397084175712,1551
1697994397134459776,1551
1697994397184140512,1551
1697994397233891392,1552
1697994397284875520,1551
1697994397344447392,1552
1697994397393430848,1553
1697994397443186336,1551
1697994397494781184,1553
1697994397553340992,1553
1697994397603347456,1553
1697994397653269984,1553
1697994397706924160,1038
1697994397754153696,1553
1697994397813396832,1552
1697994397863648032,1557
1697994397913271296,1558
1697994397963200640,1556
1697994398013166560,1555
1697994398064858784,1554
1697994398124033152,1552
1697994398174043424,1553
1697994398224394176,1552
1697994398275067168,1551
1697994398333219072,1551
1697994398383178848,1551
1697994398433677664,1551
1697994398485231904,1549
1697994398533937152,1551
1697994398584844672,1551
1697994398643208992,1551
1697994398693243552,1551
1697994398746231104,1552
1697994398803405440,1553
1697994398853460224,1553
1697994398903809888,1446
1697994398953549568,1553
1697994399003732384,1554
1697994399063522624,1555
1697994399113573184,1555
1697994399164065184,1555
1697994399218690208,1555
1697994399263478656,1554
1697994399323920800,1554
1697994399377893024,1552
1697994399423195328,1553
1697994399473939776,1553
1697994399523833280,1553
1697994399583180160,1552
1697994399633847584,1552
1697994399684579648,1030
1697994399733329120,1553
1697994399786182432,1478
1697994399834862304,1551
1697994399893446752,1554
1697994399948335008,1556
1697994399993246880,1554
1697994400053449536,1554
1697994400103699776,1554
1697994400157713120,1553
1697994400203157824,1553
1697994400254088288,1553
1697994400318527616,1554
1697994400363203264,1553
1697994400414013696,1553
1697994400463412608,1554
1697994400513857120,1552
1697994400574071712,1553
1697994400623823584,1553
1697994400674197440,1553
1697994400723353664,1015
1697994400773421344,1553
1697994400834330592,1557
1697994400883357952,1554
1697994400934775136,1553
1697994400983700672,1552
1697994401033689696,1552
1697994401094217408,1552
1697994401144519616,1552
1697994401193243648,1553
1697994401243200064,1553
1697994401303389792,1554
1697994401353508032,1554
1697994401405725408,1556
1697994401454057184,1555
1697994401505912448,1554
1697994401564779712,1553
1697994401613706272,1554
1697994401664114048,1021
1697994401713921632,1554
1697994401763447264,1456
1697994401823442720,1552
1697994401879074368,1553
1697994401927471456,1553
1697994401973411616,1553
1697994402023728576,1552
1697994402083081216,1552
1697994402133434080,1553
1697994402183560448,1552
1697994402233383424,1552
1697994402283340320,1551
1697994402344497536,1553
1697994402393857152,1553
1697994402446802336,1552
1697994402493210304,1552
1697994402554882304,1553
1697994402603440928,1553
1697994402653562848,1551
1697994402703174272,1054
1697994402753868032,1552
1697994402813221280,1551
1697994402863410784,1552
1697994402914155424,1552
1697994402964317856,1551
1697994403014584032,1551
1697994403063960192,1551
1697994403123390880,1551
1697994403173851328,1551
1697994403223503584,1551
1697994403276116704,1552
1697994403333712256,1551
1697994403383188288,1553
1697994403434705248,1551
1697994403483154336,1551
1697994403533524672,1551
1697994403598997184,1551
1697994403643227136,1552
1697994403694337120,1553
1697994403743314304,1467
1697994403803249984,1554
1697994403856438944,1554
1697994403903215744,1553
1697994403953782912,1552
1697994404004237024,1553
1697994404064265728,1553
1697994404114195552,1553
1697994404163996672,1554
1697994404213251808,1553
1697994404263473024,1552
1697994404316889056,1555
1697994404374012192,1556
1697994404423509280,1556
1697994404474565344,1560
1697994404523832128,1008
1697994404583615840,1562
1697994404633343680,1566
1697994404688310016,1081
1697994404733816736,1579
1697994404783220928,1599
1697994404843585952,1599
1697994404893220000,1595
1697994404945827456,1591
1697994404994104992,1589
1697994405054411680,1588
1697994405103975456,1581
1697994405153422720,1580
1697994405203730304,1575
1697994405253618912,1566
1697994405314034848,1537
1697994405363473056,1502
1697994405413323104,1500
1697994405463287904,1499
1697994405513236416,1499
1697994405573535968,1499
1697994405623543904,1496
1697994405674429760,1499
1697994405723170016,1484
1697994405774569568,1499
1697994405827727904,1499
1697994405883201184,1499
1697994405933487392,1496
1697994405983349536,1495
1697994406033810784,1317
1697994406085589152,1240
1697994406143158816,1150
1697994406193944768,1037
1697994406243717280,1037
1697994406303234176,1258
1697994406353168032,1408
1697994406403350336,1442
1697994406453349280,1436
1697994406504133568,1500
1697994406563149792,1501
1697994406613710400,1502
1697994406663199200,1068
1697994406713502752,1563
1697994406764624608,1551
1697994406830426784,1540
1697994406873173856,1545
1697994406924046944,1601
1697994406973545216,1657
1697994407024037824,1865
1697994407087227968,1602
1697994407133938752,1579
1697994407184105632,1573
1697994407233353184,1541
1697994407283409248,1502
1697994407343905632,1499
1697994407400037664,1498
1697994407443257280,1496
1697994407493573440,1304
1697994407553345728,1161
1697994407603974496,1002
1697994407655738112,1003
1697994407703676352,1057
1697994407753693312,1206
1697994407814241280,1227
1697994407869780832,1164
1697994407913704864,1176
1697994407963715712,1260
1697994408013197248,1411
1697994408073967616,1494
1697994408124581248,1497
1697994408173285056,1499
1697994408227177408,1499
1697994408273139680,1557
1697994408334772032,1582
1697994408383414176,1573
1697994408433548256,1508
1697994408483250560,1506
1697994408533713856,1511
1697994408593787616,1511
1697994408643290464,1011
1697994408695569888,1513
1697994408743938944,1519
1697994408803560064,1522
1697994408853658752,1523
1697994408903449024,1521
1697994408953334560,1522
1697994409003370784,1523
1697994409063438528,1521
1697994409113749088,1537
1697994409164119200,1536
1697994409215631392,1535
1697994409263314400,1514
1697994409328104672,1508
1697994409373399776,1513
1697994409424008224,1514
1697994409473528032,1514
1697994409524373376,1047
1697994409583195872,1518
1697994409633753632,1531
1697994409683697280,1499
1697994409733186752,1529
1697994409783534656,1520
1697994409843312384,1516
1697994409893222656,1518
1697994409943190272,1518
1697994409993209312,1516
1697994410053437408,1516
1697994410104146592,1518
1697994410153673472,1533
1697994410203242176,1535
1697994410253774976,1535
1697994410313430048,1541
1697994410366762592,1547
1697994410413289280,1547
1697994410463138176,1540
1697994410513739392,1537
1697994410574140896,1538
1697994410624100384,1538
1697994410674167488,1538
1697994410724566592,1541
1697994410773269280,1541
1697994410838213440,1542
1697994410883384128,1542
1697994410933309952,1542
1697994410987094112,1542
1697994411033229856,1543
1697994411093400832,1542
1697994411144124320,1541
1697994411193319904,1541
1697994411243184384,1539
