%time,field
1697994362704124928,1900
1697994362811240832,1898
1697994362811344896,1900
1697994362863275296,1900
1697994362914462368,1900
1697994362964381024,1900
1697994363013980928,1899
1697994363073210976,1899
1697994363123567680,1900
1697994363173633984,1900
1697994363223406464,1900
1697994363273228384,1899
1697994363333748736,1900
1697994363384193952,1900
1697994363433708320,1900
1697994363483246592,1900
1697994363533378944,1901
1697994363593403776,1898
1697994363645395232,1900
1697994363693236160,1899
1697994363743275712,1900
1697994363803204704,1899
1697994363854108736,1899
1697994363903346336,1900
1697994363953728416,1899
1697994364004596416,1900
1697994364064596608,1900
1697994364113266080,1899
1697994364163185312,1900
1697994364213374528,1901
1697994364263476544,1900
1697994364325621184,1900
1697994364373257536,1900
1697994364423895744,1900
1697994364473249312,1899
1697994364523293056,1899
1697994364587489952,1899
1697994364633268384,1899
1697994364683598016,1899
1697994364733928832,1900
1697994364783174304,1900
1697994364843863072,1900
1697994364899192576,1899
1697994364944216416,1900
1697994364993294560,1900
1697994365053467328,1900
1697994365103320832,1900
1697994365154303264,1900
1697994365203240192,1903
1697994365253524352,1900
1697994365313944096,1900
1697994365363855008,1899
1697994365413943424,1900
1697994365463991328,1900
1697994365513886048,1900
1697994365573685248,1900
1697994365624321344,1900
1697994365674034752,1900
1697994365723202528,1900
1697994365773554816,1900
1697994365836137152,1900
1697994365884156896,1899
1697994365933555296,1899
1697994365983731744,1900
1697994366034105152,1900
1697994366093352352,1900
1697994366146123648,1900
1697994366193363488,1900
1697994366243216960,1900
1697994366303347360,1900
1697994366353625920,1901
1697994366404425568,1900
1697994366453444864,1900
1697994366503450176,1899
1697994366566449952,1900
1697994366613883168,1900
1697994366663641216,1900
1697994366713457888,1900
1697994366763576000,1900
1697994366824114368,1899
1697994366873214048,1900
1697994366923186304,1900
1697994366973606112,1900
1697994367023370112,1900
1697994367083328736,1900
1697994367133348768,1900
1697994367183614784,1899
1697994367235931648,1900
1697994367283174208,1900
1697994367343394336,1900
1697994367393835936,1900
1697994367443343680,1900
1697994367493698720,1900
1697994367553680128,1900
1697994367603386912,1900
1697994367653606624,1900
1697994367703257440,1899
1697994367753591296,1900
1697994367813496864,1900
1697994367863914624,1899
1697994367913289344,1900
1697994367965795808,1899
1697994368013786080,1900
1697994368063521760,1900
1697994368123490560,1900
1697994368174371136,1900
1697994368223201280,1900
1697994368273885728,1900
1697994368335010720,1900
1697994368383202976,1900
1697994368433560608,1900
1697994368483429504,1900
1697994368540160928,1900
1697994368593227872,1900
1697994368643861632,1900
1697994368693662624,1899
1697994368743841216,1900
1697994368803993920,1900
1697994368856702560,1900
1697994368903220544,1900
1697994368954873792,1900
1697994369003493344,1900
1697994369063128640,1900
1697994369113428832,1900
1697994369163411872,1899
1697994369213135328,1900
1697994369263272640,1901
1697994369323352512,1900
1697994369373384896,1900
1697994369423298656,1899
1697994369473270528,1900
1697994369523452352,1900
1697994369575219168,1901
1697994369633716000,1900
1697994369683244800,1900
1697994369733522752,1900
1697994369783310592,1900
1697994369844486208,1900
1697994369893439904,1900
1697994369945086752,1900
1697994369996175712,1899
1697994370053375008,1899
1697994370103405984,1899
1697994370153473184,1900
1697994370203253472,1900
1697994370253502240,1899
1697994370313596704,1900
1697994370363775424,1900
1697994370413464864,1900
1697994370463301152,1900
1697994370513655168,1900
1697994370573194272,1900
1697994370624518496,1901
1697994370673171776,1900
1697994370727058080,1900
1697994370773455072,1900
1697994370834054592,1900
1697994370883276032,1899
1697994370934290336,1899
1697994370983848416,1900
1697994371034043136,1899
1697994371093302880,1899
1697994371144582560,1900
1697994371194661600,1900
1697994371243331072,1900
1697994371304155168,1899
1697994371353150912,1900
1697994371403455296,1900
1697994371453242432,1901
1697994371503241088,1900
1697994371564062496,1900
1697994371613403776,1900
1697994371663562400,1899
1697994371713233792,1900
1697994371763521472,1900
1697994371824364992,1900
1697994371873306560,1900
1697994371927146720,1902
1697994371974221184,1899
1697994372023447840,1900
1697994372083174752,1900
1697994372136143328,1900
1697994372183616960,1900
1697994372233442304,1899
1697994372283490336,1901
1697994372344220320,1901
1697994372393241600,1900
1697994372443297024,1899
1697994372493516352,1900
1697994372553483424,1900
1697994372606468128,1900
1697994372653641024,1900
1697994372703580640,1900
1697994372754457152,1900
1697994372806058976,1901
1697994372865950368,1900
1697994372913720192,1899
1697994372963233760,1900
1697994373013240000,1899
1697994373073218528,1901
1697994373123691104,1900
1697994373173771936,1900
1697994373223315456,1900
1697994373273390016,1902
1697994373333279328,1900
1697994373386643136,1901
1697994373435530400,1900
1697994373483676192,1900
1697994373533759840,1900
1697994373593373344,1900
1697994373643509984,1900
1697994373697195392,1900
1697994373743376416,1900
1697994373803212864,1900
1697994373854195840,1900
1697994373903544768,1900
1697994373955741408,1900
1697994374003175232,1901
1697994374064098624,1900
1697994374113299168,1900
1697994374164393056,1902
1697994374213227872,1900
1697994374267765088,1900
1697994374324393472,1900
1697994374373281024,1900
1697994374423288512,1900
1697994374474512000,1900
1697994374523659488,1900
1697994374583724544,1900
1697994374638954144,1899
1697994374683198752,1901
1697994374733431360,1900
1697994374783677664,1902
1697994374843272864,1900
1697994374894562432,1900
1697994374943274624,1900
1697994374995400192,1900
1697994375053964384,1900
1697994375104172992,1900
1697994375153286624,1899
1697994375206773280,1899
1697994375253570016,1900
1697994375313311072,1900
1697994375365547808,1899
1697994375413354560,1900
1697994375463252448,1900
1697994375513176672,1900
1697994375576652352,1900
1697994375623429120,1900
1697994375673454752,1899
1697994375723253952,1901
1697994375773589216,1899
1697994375833221088,1900
1697994375883313120,1900
1697994375933615360,1900
1697994375984412992,1900
1697994376033734528,1901
1697994376094053376,1900
1697994376143202720,1900
1697994376194019776,1900
1697994376243893632,1900
1697994376303517280,1900
1697994376353156128,1900
1697994376408174176,1900
1697994376453996448,1901
1697994376505824512,1900
1697994376563132992,1900
1697994376615828480,1900
1697994376663724128,1900
1697994376714042240,1900
1697994376763595040,1902
1697994376816954944,1900
1697994376874295584,1900
1697994376925194880,1900
1697994376973662304,1900
1697994377023250368,1900
1697994377084037216,1900
1697994377133218752,1900
1697994377183612096,1899
1697994377233439808,1900
1697994377284341056,1900
1697994377343353056,1900
1697994377393324512,1900
1697994377443997632,1901
1697994377494039424,1899
1697994377545956224,1898
1697994377603261632,1899
1697994377656029152,1900
1697994377703721024,1901
1697994377753661696,1898
1697994377814408320,1900
1697994377864933600,1900
1697994377914076128,1900
1697994377963223392,1900
1697994378014699008,1900
1697994378073969440,1899
1697994378123422528,1899
1697994378173596000,1902
1697994378223638944,1900
1697994378274476448,1901
1697994378333187712,1899
1697994378385828512,1900
1697994378435538528,1900
1697994378483262976,1900
1697994378535639840,1900
1697994378593325056,1899
1697994378643665248,1900
1697994378693266304,1900
1697994378743267392,1900
1697994378803151744,1900
1697994378853925088,1900
1697994378903632064,1900
1697994378953699552,1900
1697994379003266048,1900
1697994379063204800,1899
1697994379113465024,1900
1697994379163340000,1900
1697994379213646976,1900
1697994379263215008,1901
1697994379323305632,1900
1697994379374793536,1897
1697994379423648992,1901
1697994379475010880,1902
1697994379523197408,1898
1697994379588128160,1900
1697994379633785120,1900
1697994379685937344,1900
1697994379733661600,1900
1697994379783816960,1900
1697994379843952160,1901
1697994379893420288,1900
1697994379944037088,1900
1697994379993541312,1900
1697994380053466688,1899
1697994380103231648,1900
1697994380155748672,1899
1697994380203523168,1899
1697994380253540096,1900
1697994380314839968,1899
1697994380364440960,1901
