%time,field
1697993762704030400,1500
1697993762754307712,1498
1697993762803454656,1499
1697993762863507520,1498
1697993762919343136,1498
1697993762964323424,1498
1697993763013954816,1500
1697993763063386336,1497
1697993763125354752,1498
1697993763175418400,1500
1697993763223534048,1498
1697993763273316992,1499
1697993763325431520,1498
1697993763377856544,1499
1697993763433244960,1497
1697993763485020416,1498
1697993763533262144,1499
1697993763583211872,1498
1697993763643255744,1498
1697993763693756064,1497
1697993763743543008,1498
1697993763793427040,1499
1697993763853317408,1497
1697993763903248896,1496
1697993763954226880,1496
1697993764003187936,1074
1697993764053991776,1498
1697993764114302656,1497
1697993764163617120,1499
1697993764213492032,1498
1697993764263156416,1498
1697993764313290880,1498
1697993764373653184,1498
1697993764423108448,1498
1697993764473543200,1499
1697993764523933184,1498
1697993764576952960,1498
1697993764634096896,1498
1697993764683172928,1498
1697993764733320096,1498
1697993764789550016,1498
1697993764833437248,1500
1697993764893566208,1499
1697993764943293248,1498
1697993764993141408,1498
1697993765046227840,1498
1697993765103253184,1497
1697993765153178944,1499
1697993765203523936,1424
1697993765254725888,1498
1697993765303304576,1498
1697993765363545440,1498
1697993765413321856,1498
1697993765465674720,1498
1697993765514398176,1498
1697993765563576000,1498
1697993765623164384,1498
1697993765673262944,1498
1697993765726424960,1497
1697993765780335872,1498
1697993765823344896,1498
1697993765883302016,1498
1697993765933913856,1498
1697993765983158400,1028
1697993766033537760,1497
1697993766083367552,1498
1697993766143478624,1497
1697993766193873120,1499
1697993766243188704,1499
1697993766295978496,1497
1697993766353475776,1498
1697993766403340224,1498
1697993766456173888,1498
1697993766503212448,1495
1697993766553979008,1496
1697993766613453504,1498
1697993766663358560,1498
1697993766714046240,1497
1697993766764152160,1498
1697993766813483840,1497
1697993766877937152,1498
1697993766925112768,1498
1697993766974046880,1498
1697993767023181280,1499
1697993767074271776,1498
1697993767133626528,1499
1697993767183198048,1439
1697993767233532640,1498
1697993767287114656,1498
1697993767333795264,1498
1697993767393807776,1498
1697993767443176736,1497
1697993767493295072,1499
1697993767543195840,1498
1697993767603580672,1498
1697993767654014880,1498
1697993767710859872,1497
1697993767753248864,1499
1697993767803344672,1499
1697993767863451488,1500
1697993767913563040,1498
1697993767964577472,1078
1697993768013347968,1497
1697993768064248192,1498
1697993768123415296,1501
1697993768177282688,1498
1697993768223396704,1497
1697993768273339072,1498
1697993768324334464,1498
1697993768383931232,1498
1697993768433326304,1498
1697993768483968992,1497
1697993768533634464,1498
1697993768583552128,1498
1697993768643388736,1500
1697993768693432768,1497
1697993768746123520,1498
1697993768793810592,1498
1697993768853194976,1496
1697993768903755360,1498
1697993768953694688,1498
1697993769003254592,1500
1697993769053498304,1498
1697993769113624384,1496
1697993769164385056,1453
1697993769213460192,1497
1697993769263810272,1498
1697993769313580448,1496
1697993769373753216,1498
1697993769423288736,1497
1697993769473298848,1498
1697993769523346432,1498
1697993769573444768,1498
1697993769636126944,1498
1697993769683189152,1498
1697993769734047520,1498
1697993769783310816,1497
1697993769833943104,1496
1697993769893203200,1498
1697993769943443840,1159
1697993769993209344,1496
